municipio_distrito;fecha_informe;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Villavieja del Lozoya                       ;02/05/2020 7:00;;0;;0;1821
Prádena del Rincón                          ;02/05/2020 7:00;;0;;0;1179
La Cabrera                                  ;02/05/2020 7:00;;0;11;412,45;301
Sevilla la Nueva                            ;02/05/2020 7:00;21;225,37;99;1062,46;1415
La Acebeda                                  ;02/05/2020 7:00;;0;;0;14
Redueña                                     ;02/05/2020 7:00;;0;;769,23;1219
Robledillo de la Jara                       ;02/05/2020 7:00;;0;;1250;1245
La Serna del Monte                          ;02/05/2020 7:00;;0;;0;1381
Colmenar de Oreja                           ;02/05/2020 7:00;;37,35;25;311,25;437
Rozas de Puerto Real                        ;02/05/2020 7:00;;0;;566,04;1283
Valdemanco                                  ;02/05/2020 7:00;;0;;109,41;1586
Brunete                                     ;02/05/2020 7:00;11;102,46;74;689,27;262
Titulcia                                    ;02/05/2020 7:00;;0;7;533,13;1473
Villa del Prado                             ;02/05/2020 7:00;12;184,05;114;1748,47;1718
Lozoyuela-Navas-Sieteiglesias               ;02/05/2020 7:00;;0;;230,95;9015
Quijorna                                    ;02/05/2020 7:00;;116,31;22;639,72;1198
Valdemoro                                   ;02/05/2020 7:00;35;46,06;722;950,21;1610
Tres Cantos                                 ;02/05/2020 7:00;30;62,86;337;706,17;9036
Torrelaguna                                 ;02/05/2020 7:00;;63,03;18;378,15;1512
Rivas-Vaciamadrid                           ;02/05/2020 7:00;27;30,63;532;603,52;1230
El Atazar                                   ;02/05/2020 7:00;;0;;0;164
Pedrezuela                                  ;02/05/2020 7:00;;67,89;25;424,3;1087
Santa María de la Alameda                   ;02/05/2020 7:00;;398,72;6;478,47;1356
Horcajuelo de la Sierra                     ;02/05/2020 7:00;;0;;0;719
Arroyomolinos                               ;02/05/2020 7:00;8;25,48;158;503,25;151
Moralzarzal                                 ;02/05/2020 7:00;;30,71;68;522,03;908
Prádena del Rincón                          ;30/04/2020 7:00;;0;;0;1179
Canencia                                    ;02/05/2020 7:00;;223,71;;447,43;344
Villarejo de Salvanés                       ;02/05/2020 7:00;;13,63;34;463,53;1809
Serranillos del Valle                       ;02/05/2020 7:00;;120,05;31;744,3;1408
Villaviciosa de Odón                        ;02/05/2020 7:00;12;43,11;187;671,82;1816
Camarma de Esteruelas                       ;02/05/2020 7:00;;27,26;42;572,52;323
Robledo de Chavela                          ;02/05/2020 7:00;;23,42;22;515,22;1258
Patones                                     ;02/05/2020 7:00;;369,69;6;1109,06;1071
Navalagamella                               ;02/05/2020 7:00;;0;6;229,89;954
Rascafría                                   ;02/05/2020 7:00;;0;;300,48;1202
El Boalo                                    ;02/05/2020 7:00;9;119,87;39;519,45;231
Majadahonda                                 ;02/05/2020 7:00;64;89,1;526;732,33;800
Batres                                      ;02/05/2020 7:00;;0;8;475,06;170
Alcobendas                                  ;02/05/2020 7:00;64;54,68;703;600,65;66
Alcalá de Henares                           ;02/05/2020 7:00;64;32,71;2273;1161,77;53
Colmenar Viejo                              ;02/05/2020 7:00;30;59,11;355;699,48;455
San Fernando de Henares                     ;02/05/2020 7:00;15;38,04;403;1022,01;1300
Villalbilla                                 ;02/05/2020 7:00;;7,21;87;626,89;1723
El Escorial                                 ;02/05/2020 7:00;23;142,31;97;600,17;549
Colmenar del Arroyo                         ;02/05/2020 7:00;;115,94;7;405,8;421
Torrejón de Ardoz                           ;02/05/2020 7:00;46;35,01;937;713,22;1489
Piñuécar-Gandullas                          ;02/05/2020 7:00;;0;;0;1147
Brea de Tajo                                ;02/05/2020 7:00;;0;;954,2;259
El Molar                                    ;02/05/2020 7:00;;44,75;36;402,77;869
Belmonte de Tajo                            ;02/05/2020 7:00;;60,1;;300,48;199
Torres de la Alameda                        ;02/05/2020 7:00;;25,71;74;951,28;1548
Somosierra                                  ;02/05/2020 7:00;;0;;1162,79;1436
Alpedrete                                   ;02/05/2020 7:00;38;260,72;137;939,97;105
Orusco de Tajuña                            ;02/05/2020 7:00;;0;17;1366,56;1028
La Hiruela                                  ;02/05/2020 7:00;;0;;1754,39;698
Cervera de Buitrago                         ;02/05/2020 7:00;;0;;2000;395
Getafe                                      ;02/05/2020 7:00;98;53,44;1215;662,58;650
Ribatejada                                  ;02/05/2020 7:00;;127,71;;255,43;1224
Villaconejos                                ;02/05/2020 7:00;;0;8;236,13;1701
Valdetorres de Jarama                       ;02/05/2020 7:00;;0;16;355,79;1646
Madrid-Retiro                               ;01/05/2020 7:00;114;95,54;1358;1138,14;79603
Madrid-Salamanca                            ;01/05/2020 7:00;124;84,87;1543;1056,1;79604
Madrid-Centro                               ;01/05/2020 7:00;138;102,34;1107;820,92;79601
Madrid-Arganzuela                           ;01/05/2020 7:00;146;94,93;1497;973,32;79602
Madrid-Chamartín                            ;01/05/2020 7:00;150;102,85;1525;1045,6;79605
Madrid-Tetuán                               ;01/05/2020 7:00;165;104,42;2046;1294,75;79606
Madrid-Chamberí                             ;01/05/2020 7:00;174;124,84;1447;1038,18;79607
Madrid-Fuencarral-El Pardo                  ;01/05/2020 7:00;179;72,78;2788;1133,61;79608
Madrid-Moncloa-Aravaca                      ;01/05/2020 7:00;144;120,58;1259;1054,27;79609
Madrid-Latina                               ;01/05/2020 7:00;262;109,98;2603;1092,7;79610
Madrid-Carabanchel                          ;01/05/2020 7:00;258;101,94;2507;990,52;79611
Madrid-Usera                                ;01/05/2020 7:00;126;90,17;1331;952,48;79612
Cabanillas de la Sierra                     ;01/05/2020 7:00;;0;10;1322,75;297
Madrid-Puente de Vallecas                   ;01/05/2020 7:00;221;94,1;2895;1232,66;79613
Madrid-San Blas - Canillejas                ;01/05/2020 7:00;103;65,13;1377;870,74;79620
Madrid-Barajas                              ;01/05/2020 7:00;22;44,95;410;837,67;79621
Madrid-Moratalaz                            ;01/05/2020 7:00;101;106,8;1262;1334,46;79614
Madrid-Ciudad Lineal                        ;01/05/2020 7:00;201;92,93;2101;971,41;79615
Madrid-Hortaleza                            ;01/05/2020 7:00;122;64,83;1662;883,16;79616
Madrid-Villaverde                           ;01/05/2020 7:00;136;91,31;1355;909,73;79617
Madrid-Villa de Vallecas                    ;01/05/2020 7:00;52;47,12;1158;1049,25;79618
Madrid-Vicálvaro                            ;01/05/2020 7:00;45;62,42;749;1038,96;79619
Pozuelo de Alarcón                          ;01/05/2020 7:00;143;165,47;734;849,32;1150
Alcorcón                                    ;01/05/2020 7:00;153;89,73;1709;1002,26;72
Navalcarnero                                ;01/05/2020 7:00;13;44,37;156;532,46;967
San Agustín del Guadalix                    ;01/05/2020 7:00;;22,42;57;426,04;1296
Las Rozas de Madrid                         ;01/05/2020 7:00;109;113,76;720;751,46;1277
Moraleja de Enmedio                         ;01/05/2020 7:00;;58,41;25;486,76;894
Valdaracete                                 ;01/05/2020 7:00;;0;;821,02;1551
Pozuelo del Rey                             ;01/05/2020 7:00;;0;;174,37;1163
Puebla de la Sierra                         ;01/05/2020 7:00;;0;;0;1185
Perales de Tajuña                           ;01/05/2020 7:00;;34,07;8;272,57;1104
Valdemorillo                                ;01/05/2020 7:00;8;63,91;46;367,47;1603
Navalafuente                                ;01/05/2020 7:00;;69,01;6;414,08;941
Velilla de San Antonio                      ;01/05/2020 7:00;;40,86;67;547,56;1678
Villanueva de la Cañada                     ;01/05/2020 7:00;24;111,91;128;596,88;1760
Villanueva del Pardillo                     ;01/05/2020 7:00;7;40,75;83;483,12;1776
Nuevo Baztán                                ;01/05/2020 7:00;;31,87;28;446,14;1006
Villamantilla                               ;01/05/2020 7:00;;0;7;485,77;1757
Villamanta                                  ;01/05/2020 7:00;;78,28;12;469,67;1744
Cenicientos                                 ;01/05/2020 7:00;;245,94;24;1180,52;376
Puentes Viejas                              ;01/05/2020 7:00;;0;;294,55;9020
Aranjuez                                    ;01/05/2020 7:00;32;53,68;436;731,46;133
Cercedilla                                  ;01/05/2020 7:00;10;142,33;99;1409,05;382
Santorcaz                                   ;01/05/2020 7:00;;0;7;790,07;1369
Coslada                                     ;01/05/2020 7:00;47;57,56;777;951,49;493
Morata de Tajuña                            ;01/05/2020 7:00;7;91,11;95;1236,5;915
Robregordo                                  ;01/05/2020 7:00;;0;;0;1261
Navarredonda y San Mamés                    ;01/05/2020 7:00;;0;;1550,39;973
Venturada                                   ;01/05/2020 7:00;;0;;138,7;1697
Navacerrada                                 ;01/05/2020 7:00;;134,59;17;572,01;936
Montejo de la Sierra                        ;01/05/2020 7:00;;0;;283,29;881
Fresno de Torote                            ;01/05/2020 7:00;;0;14;630,35;571
Pinilla del Valle                           ;01/05/2020 7:00;;0;;0;1126
Valdemaqueda                                ;01/05/2020 7:00;;128,04;;640,2;1599
Navas del Rey                               ;01/05/2020 7:00;;171,35;51;1747,77;992
Olmeda de las Fuentes                       ;01/05/2020 7:00;;0;;862,07;1013
Bustarviejo                                 ;01/05/2020 7:00;;0;7;279,66;284
Becerril de la Sierra                       ;01/05/2020 7:00;;87,5;30;525,03;186
Fuenlabrada                                 ;01/05/2020 7:00;120;61,95;1470;758,91;587
Garganta de los Montes                      ;01/05/2020 7:00;;0;;288,18;626
Pinto                                       ;01/05/2020 7:00;33;62,83;243;462,63;1132
Alameda del Valle                           ;01/05/2020 7:00;;0;;0;35
Berzosa del Lozoya                          ;01/05/2020 7:00;;0;;975,61;203
Los Santos de la Humosa                     ;01/05/2020 7:00;;38,61;20;772,2;1375
El Álamo                                    ;01/05/2020 7:00;9;95,04;69;728,62;40
Pelayos de la Presa                         ;01/05/2020 7:00;;38,52;16;616,33;1090
Galapagar                                   ;01/05/2020 7:00;55;163;238;705,35;611
Griñón                                      ;01/05/2020 7:00;;38,76;80;775,27;663
Gargantilla del Lozoya y Pinilla de Buitrago;01/05/2020 7:00;;0;;949,37;632
Aldea del Fresno                            ;01/05/2020 7:00;11;387,6;54;1902,75;88
Carabaña                                    ;01/05/2020 7:00;;49,75;13;646,77;357
Talamanca de Jarama                         ;01/05/2020 7:00;;51,85;26;674,1;1454
Chapinería                                  ;01/05/2020 7:00;;0;6;257,73;513
Ciempozuelos                                ;01/05/2020 7:00;27;109,79;198;805,14;409
Ajalvir                                     ;01/05/2020 7:00;;42,44;14;297,11;29
San Lorenzo de El Escorial                  ;01/05/2020 7:00;21;114,32;128;696,83;1317
Gascones                                    ;01/05/2020 7:00;;0;;0;647
San Martín de la Vega                       ;01/05/2020 7:00;13;67,81;84;438,18;1322
Móstoles                                    ;01/05/2020 7:00;168;80,31;1923;919,29;920
Leganés                                     ;01/05/2020 7:00;170;89,54;2851;1501,62;745
Braojos                                     ;01/05/2020 7:00;;0;;975,61;246
Cubas de la Sagra                           ;01/05/2020 7:00;;46,78;24;374,24;506
Algete                                      ;01/05/2020 7:00;8;38,81;103;499,73;91
Mejorada del Campo                          ;01/05/2020 7:00;8;34,37;173;743,32;843
Loeches                                     ;01/05/2020 7:00;;0;48;546,01;758
Parla                                       ;01/05/2020 7:00;52;39,96;716;550,24;1065
Fuentidueña de Tajo                         ;01/05/2020 7:00;;48,71;17;828,06;604
Ambite                                      ;01/05/2020 7:00;;0;7;1182,43;112
Torremocha de Jarama                        ;01/05/2020 7:00;;0;8;785,08;1533
Anchuelo                                    ;01/05/2020 7:00;;0;7;550,75;127
Los Molinos                                 ;01/05/2020 7:00;8;182,27;50;1139,21;875
Soto del Real                               ;01/05/2020 7:00;6;68,19;63;715,99;1441
Valverde de Alcalá                          ;01/05/2020 7:00;;215,05;8;1720,43;1662
Fuente el Saz de Jarama                     ;01/05/2020 7:00;;44,8;32;477,9;590
Horcajo de la Sierra-Aoslos                 ;01/05/2020 7:00;;0;;2758,62;702
Valdeolmos-Alalpardo                        ;01/05/2020 7:00;;24,18;11;265,96;1625
Campo Real                                  ;01/05/2020 7:00;;16,1;24;386,47;339
Valdeavero                                  ;01/05/2020 7:00;;0;8;514,8;1564
Villamanrique de Tajo                       ;01/05/2020 7:00;;142,25;;568,99;1739
Cobeña                                      ;01/05/2020 7:00;;26,93;65;875,07;416
Fresnedillas de la Oliva                    ;01/05/2020 7:00;;127,23;9;572,52;565
Valdilecha                                  ;01/05/2020 7:00;;34,09;17;579,61;1659
El Berrueco                                 ;01/05/2020 7:00;;0;8;1052,63;210
